id,sentence,subject,object,label
1020,"그러나 2015년 이후 조선민주주의인민공화국이 계속해서 대남 도발, 핵 실험, 미사일 발사 등을 진행함에 따라 다시 중지되었다.","{'text': '2015년', 'start_idx': '4', 'end_idx': '8', 'entity_type': 'DATE'}","{'text': '미사일 발사', 'start_idx': '44', 'end_idx': '49', 'entity_type': 'EVENT'}",date:event
836,허정은 절대다수의 주장이 곧 민주주의라는 견해에 홀로 반대하기도 했다.,"{'text': '허정', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'PER'}","{'text': '민주주의', 'start_idx': '16', 'end_idx': '19', 'entity_type': 'THEORY'}",per:theory
637,"국무총리 또는 행정 각부의 장은 소관 사무에 관하여 법률이나 대통령령의 위임 또는 직권으로 총리령 또는 부령을 발할 수 있다(헌법 95조). 여기서 행정의 개념이 문제될 수 있는데, 행정의 개념은 실질적 개념과 형식적 개념이 대립할 수 있다.","{'text': '국무총리', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'PER'}","{'text': '헌법 95조', 'start_idx': '70', 'end_idx': '75', 'entity_type': 'LAW'}",no_relation
903,"구 헌법에서는 해임 건의권 대신 더 강력한 해임 의결권을 국회에, 이에 대하여 대통령에게는 국회 해산권을 각각 부여하였으며 국회가 국무총리·국무위원 해임 의결을 결의하였을 때에는 대통령은 반드시 이에 따라야 한다는 규정을 설치했었다.","{'text': '헌법', 'start_idx': '2', 'end_idx': '3', 'entity_type': 'LAW'}","{'text': '국회 해산권', 'start_idx': '51', 'end_idx': '56', 'entity_type': 'LAW'}",law:subordinate
532,"제2차 세계대전 후, 연합국 점령 기간 동안, 일본은 훨씬 더 강력하고 다원적인 민주주의를 채택했다.","{'text': '일본', 'start_idx': '26', 'end_idx': '27', 'entity_type': 'ORG'}","{'text': '제2차 세계대전', 'start_idx': '0', 'end_idx': '7', 'entity_type': 'EVENT'}",no_relation
925,"법치주의(法治主義, )는 사람이나 폭력이 아닌 법이 지배하는 국가원리, 헌법원리이다.","{'text': '법치주의', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'LAW'}","{'text': '법이 지배', 'start_idx': '26', 'end_idx': '30', 'entity_type': 'LAW'}",law:definition
14,"1948년 제헌 국회에서 이 국호를 계승하여 헌법에 명시하였고 다시 1950년 1월 16일 국무원 고시 제7호 ""국호 및 일부 지방명과 지도색 사용에 관한 건""에 의해 확정하였다.","{'text': '1950년 1월 16일', 'start_idx': '38', 'end_idx': '49', 'entity_type': 'DATE'}","{'text': '확정', 'start_idx': '94', 'end_idx': '95', 'entity_type': 'EVENT'}",date:event
483,"기예르모 오도넬과 같은 학자나, 필립 C.Schmitter과 Dankwart ARustow는 민주화의 구조적인 원인을 주장해 왔다.","{'text': 'Dankwart ARustow', 'start_idx': '34', 'end_idx': '49', 'entity_type': 'PER'}","{'text': '민주화의 구조적인 원인', 'start_idx': '52', 'end_idx': '63', 'entity_type': 'THEORY'}",per:theory
1068,"수출입화물운송에서 절대적인 지위를 점하고 있는 해운업은 선박의 노후화, 선원부족, 비용가중이라는 내부적 문제에 비국적선 취항증가로 경영압박을 받고 있다.","{'text': '수출입화물운송', 'start_idx': '0', 'end_idx': '6', 'entity_type': 'ORG'}","{'text': '경영압박', 'start_idx': '73', 'end_idx': '76', 'entity_type': 'EVENT'}",no_relation
815,"의원들이 원내에서 조직한 원내정당은 당원조직의 입장에서 본다면 자기네의 정치적 요구나 정책을 의회를 통해서 실현시키기 위해 존재하는 것이므로, 당원조직이 원내정당에 요구와 지시를 하는 것은 당연하다는 말이 나오게 된다.","{'text': '원내정당', 'start_idx': '14', 'end_idx': '17', 'entity_type': 'ORG'}","{'text': '의원', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'ORG'}",org:members_of
771,그리고 여당이 결정한 정책은 정부에 의해 실제로 시행될 수 있다.,"{'text': '여당', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'ORG'}","{'text': '정부', 'start_idx': '16', 'end_idx': '17', 'entity_type': 'ORG'}",no_relation
307,1948년 이후로 오늘날까지 한반도에는 대한민국과 조선민주주의인민공화국이라는 두 개의 분단국가가 각각 남북에 위치하고 있다.,"{'text': '대한민국', 'start_idx': '22', 'end_idx': '25', 'entity_type': 'ORG'}","{'text': '조선민주주의인민공화국', 'start_idx': '28', 'end_idx': '38', 'entity_type': 'ORG'}",no_relation
229,노태우 정부도 정경유착은 물론 비자금 형성·민간인 사찰·고문 등 5공의 파쇼 정치를 그대로 답습했다.,"{'text': '노태우 정부', 'start_idx': '0', 'end_idx': '5', 'entity_type': 'ORG'}","{'text': '비자금 형성·민간인 사찰·고문', 'start_idx': '17', 'end_idx': '32', 'entity_type': 'EVENT'}",org:event
78,"1919년 3월 1일, 한국인들은 민족대표 33인의 독립선언서 낭독을 시작으로 독립을 위한 3·1운동을 펼쳤다.","{'text': '1919년 3월 1일', 'start_idx': '0', 'end_idx': '10', 'entity_type': 'DATE'}","{'text': '3·1운동', 'start_idx': '51', 'end_idx': '55', 'entity_type': 'EVENT'}",date:event
66,한국은 1945년 8월 15일 미국과 소련에 의해 남북으로 분단되었다.,"{'text': '1945년 8월 15일', 'start_idx': '4', 'end_idx': '15', 'entity_type': 'DATE'}","{'text': '남북으로 분단', 'start_idx': '28', 'end_idx': '34', 'entity_type': 'EVENT'}",date:event
242,2018년 평창 동계올림픽의 성공적 개최와 맞물려 전개된 남북관계 화해 국면에 따라 판문점 회담과 평양 회담을 여는 동시에 북미회담을 통한 비핵화 협상 주선에 힘썼다.,"{'text': '2018년', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'DATE'}","{'text': '북미회담', 'start_idx': '69', 'end_idx': '72', 'entity_type': 'EVENT'}",date:event
1129,"한편, 2018년 500명이 넘는 예멘인들이 제주도로 입국해 난민 인정 신청을 하면서 대한민국에서 난민 수용 여부에 대한 찬반 논란이 본격적으로 일어났다.","{'text': '2018년', 'start_idx': '4', 'end_idx': '8', 'entity_type': 'DATE'}","{'text': '찬반 논란', 'start_idx': '68', 'end_idx': '72', 'entity_type': 'EVENT'}",date:event
96,"전두환과 하나회를 중심으로 한 신군부는 12·12 군사 반란을 일으켜 계엄 사령관을 체포하고 군부를 장악하여 실세로 떠올랐고, 민주화 일정을 지체시켰다.","{'text': '전두환', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'PER'}","{'text': '군부를 장악', 'start_idx': '52', 'end_idx': '57', 'entity_type': 'EVENT'}",per:event
463,"파리식 ""국민"" 분리는 프라하 대학교에서 채택되었으며, 1349년 개장할 때부터 studium generale가 보헤미안, 바바리안, 사혼과 여러 폴란드 ""국민""으로 분리되었다.","{'text': '1349년', 'start_idx': '31', 'end_idx': '35', 'entity_type': 'DATE'}","{'text': '프라하 대학교', 'start_idx': '13', 'end_idx': '19', 'entity_type': 'ORG'}",no_relation
618,한편 정당은 근대적 의회정치와 더불어 발전해 온 조직이다.,"{'text': '정당', 'start_idx': '3', 'end_idx': '4', 'entity_type': 'ORG'}","{'text': '조직', 'start_idx': '27', 'end_idx': '28', 'entity_type': 'ORG'}",org:naming
168,"명예혁명 이후 법의 지배는 국가의 통치 원리로 확실히 자리 매김하게 되었으며, 앨버트 다이시에 의해 이론적으로 뒷받침되었다.","{'text': '앨버트 다이시', 'start_idx': '44', 'end_idx': '50', 'entity_type': 'PER'}","{'text': '명예혁명', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'EVENT'}",no_relation
204,그 과정에서 1990년대 말 외환 위기 등의 부침이 있기도 했다.,"{'text': '1990년대 말', 'start_idx': '7', 'end_idx': '14', 'entity_type': 'DATE'}","{'text': '외환 위기', 'start_idx': '16', 'end_idx': '20', 'entity_type': 'EVENT'}",date:event
991,"또한, 화재 확산 방지를 위하여 2003년 대구 지하철 화재사고 이후 열차의 내부 자재를 불연성 재질로 제작하고 있으며, 방독면이나 소화기 등도 역사와 차내에 비치되어 있다.","{'text': '2003년', 'start_idx': '18', 'end_idx': '22', 'entity_type': 'DATE'}","{'text': '대구 지하철 화재사고', 'start_idx': '24', 'end_idx': '34', 'entity_type': 'EVENT'}",date:event
197,"1948년 제헌 국회에서 이 국호를 계승하여 헌법에 명시하였고 다시 1950년 1월 16일 국무원 고시 제7호 ""국호 및 일부 지방명과 지도색 사용에 관한 건""에 의해 확정하였다.","{'text': '1948년', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'DATE'}","{'text': '헌법에 명시', 'start_idx': '25', 'end_idx': '30', 'entity_type': 'EVENT'}",date:event
250,"대한민국(大韓民國, , ROK), 약칭 남한(南韓, ), 한국(韓國)은 동아시아의 한반도 남부에 자리한 민주공화국이다.","{'text': '대한민국', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'ORG'}","{'text': '남한(', 'start_idx': '22', 'end_idx': '24', 'entity_type': 'ORG'}",org:naming
467,"대한민국에서는 1948년에 대한민국 정부가 수립된 이후 이승만, 박정희, 전두환 등 독재를 펼치는 대통령들로 인해 민주화운동이 활발하게 진행되어 왔다.","{'text': '1948년', 'start_idx': '8', 'end_idx': '12', 'entity_type': 'DATE'}","{'text': '대한민국 정부가 수립', 'start_idx': '15', 'end_idx': '25', 'entity_type': 'EVENT'}",date:event
853,"그리하여 대통령은 일반적으로 국가 원수가 가지는 선전 포고와 강화권, 조약의 체결·비준권, 외교 사절의 신임·접수·파견권, 국군 통수권, 긴급 처분권, 계엄 선포권, 공무원 임면권, 사면권, 국회에 대한 의견 표시권 등을 가진다.","{'text': '대통령', 'start_idx': '5', 'end_idx': '7', 'entity_type': 'PER'}","{'text': '국군 통수권', 'start_idx': '69', 'end_idx': '74', 'entity_type': 'LAW'}",no_relation
780,외교적 주권은 타국과 상호 관계를 수립할 수 있는 권리를 뜻한다.,"{'text': '외교적 주권', 'start_idx': '0', 'end_idx': '5', 'entity_type': 'LAW'}","{'text': '타국과 상호 관계를 수립할 수 있는 권리', 'start_idx': '8', 'end_idx': '29', 'entity_type': 'LAW'}",law:definition
313,"이에 정부는 호헌조치를 취하며 ""개헌할 의도가 없음""을 내세웠고, 국민들의 민주화 요구는 더욱 빗발쳐 6월 항쟁으로 이어졌다.","{'text': '정부', 'start_idx': '3', 'end_idx': '4', 'entity_type': 'ORG'}","{'text': '호헌조치', 'start_idx': '7', 'end_idx': '10', 'entity_type': 'EVENT'}",org:event
413,제1차 세계대전에서의 독일 제국의 패망이후 바이마르 공화국이 탄생했다. 하지만 대공황이후 브뤼닝 내각의 경제정책은 붕괴되고 국민들의 지지에 나치의 아돌프 히틀러가 총리로 취임한다. 1934년 힌덴부르크 대통령이 사망하자 아폴프 히틀러는 국민투표를 통해 총통의 자리에 올라 전체주의 독재를 하게 된다.,"{'text': '1934년', 'start_idx': '101', 'end_idx': '105', 'entity_type': 'DATE'}","{'text': '대통령이 사망', 'start_idx': '113', 'end_idx': '119', 'entity_type': 'EVENT'}",date:event
264,2007년 제17대 대선에서는 한나라당의 이명박 후보가 대통령에 당선되면서 보수진영의 정권교체가 이뤄졌다.,"{'text': '2007년', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'DATE'}","{'text': '보수진영의 정권교체', 'start_idx': '42', 'end_idx': '51', 'entity_type': 'EVENT'}",date:event
1006,"1990년대 들어 감소 경향을 보이던 서울의 인구는 2000년대 들어 소폭 증가하기 시작, 2009년에는 1046만 명으로 6년 연속 증가했다.","{'text': '2009년', 'start_idx': '51', 'end_idx': '55', 'entity_type': 'DATE'}","{'text': '6년 연속 증가', 'start_idx': '69', 'end_idx': '76', 'entity_type': 'EVENT'}",date:event
357,이후 한국과 유엔군은 거듭해서 10월 26일에는 압록강까지 올라갔으나 곧 이어 중화인민공화국이 인해전술을 펼치며 참전하고 소련이 군사를 지원하여 전세가 다시 역전되었고 전쟁은 장기화되었다.,"{'text': '소련', 'start_idx': '68', 'end_idx': '69', 'entity_type': 'ORG'}","{'text': '군사를 지원', 'start_idx': '72', 'end_idx': '77', 'entity_type': 'EVENT'}",org:event
847,"선거 제도(Electoral system)는 고대 그리스·로마의 도시국가나 게르만 부족 사회에서도 실시되었으나, 근대민주주의가 발달하여 의회제도가 보급됨에 따라 국민의 대표기관인 의회를 구성하기 위한 불가결의 수단으로서 그 중요성을 가지게 되었다.","{'text': '고대 그리스·로마의 도시국가', 'start_idx': '25', 'end_idx': '39', 'entity_type': 'ORG'}","{'text': '게르만 부족 사회', 'start_idx': '42', 'end_idx': '50', 'entity_type': 'ORG'}",no_relation
735,"이 두 사건을 계기로 선거는 종전처럼 후보자 개인의 인물의 선택과 그에 대한 백지위임이 아니라 당의 정책의 검토와 선택이라는 의미를 갖게 되고, 따라서 후보자 개인의 투쟁이 아니라 당과 당 사이의 투쟁의 성격을 띠게 되었다.","{'text': '후보자', 'start_idx': '21', 'end_idx': '23', 'entity_type': 'PER'}","{'text': '두 사건', 'start_idx': '2', 'end_idx': '5', 'entity_type': 'EVENT'}",no_relation
428,"일본에서는 메이지 시대(일본의 산업 근대화가 시작된 시기), 다이쇼 시대(1912~1926), 쇼와 시대 초기에 제한적인 민주 개혁이 도입되었다.","{'text': '메이지 시대', 'start_idx': '6', 'end_idx': '11', 'entity_type': 'DATE'}","{'text': '일본', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'ORG'}",no_relation
988,"조선민주주의인민공화국의 개방이 가속화되면서 개성공단에 입주하는 기업도 늘어났으나, 조선민주주의인민공화국의 대남 도발로 인한 남북 관계 경색으로 가동이 전면 중단된 상태이다.","{'text': '조선민주주의인민공화국', 'start_idx': '46', 'end_idx': '56', 'entity_type': 'ORG'}","{'text': '대남 도발', 'start_idx': '59', 'end_idx': '63', 'entity_type': 'EVENT'}",org:event
293,"1945년 9월에는 한반도의 북위 38도선을 경계로 남쪽은 미군이, 북쪽은 구 소련군이 포고령을 선포하여 각각 군정을 실시하면서 한반도는 남과 북으로 분단되었다.","{'text': '구 소련군', 'start_idx': '42', 'end_idx': '46', 'entity_type': 'ORG'}","{'text': '포고령을 선포', 'start_idx': '49', 'end_idx': '55', 'entity_type': 'EVENT'}",org:event
919,1980년대 이후 포스트모더니즘의 영향으로 정치를 국가의 영역 뿐 아니라 모든 인간 관계에 내재된 권력 관계로 정의하는 경향도 생겼다.,"{'text': '1980년대 이후', 'start_idx': '0', 'end_idx': '8', 'entity_type': 'DATE'}","{'text': '포스트모더니즘', 'start_idx': '10', 'end_idx': '16', 'entity_type': 'THEORY'}",no_relation
90,하지만 유엔군이 파병으로 지원하고 유엔군 총사령관 더글러스 맥아더가 9.15일 인천 상륙 작전을 벌여 조선인민군에 반격을 시작하자 얼마 지나지 않아 대한민국은 9월 27일에 서울을 탈환해냈다.,"{'text': '9월 27일', 'start_idx': '89', 'end_idx': '94', 'entity_type': 'DATE'}","{'text': '서울을 탈환', 'start_idx': '97', 'end_idx': '102', 'entity_type': 'EVENT'}",date:event
857,삼권간의 권력 분립주의로 나가는 국가에서 삼권간의 권력 분립을 어떻게 하는가에 따라서 여러 정부 형태가 구별된다.,"{'text': '국가', 'start_idx': '18', 'end_idx': '19', 'entity_type': 'ORG'}","{'text': '정부', 'start_idx': '51', 'end_idx': '52', 'entity_type': 'ORG'}",no_relation
336,이후 김구를 주축으로 주석중심제로 재정비하고 조소앙의 삼균주의를 건국강령으로 채택하였다.,"{'text': '김구', 'start_idx': '3', 'end_idx': '4', 'entity_type': 'PER'}","{'text': '주석중심제로 재정비', 'start_idx': '12', 'end_idx': '21', 'entity_type': 'EVENT'}",per:event
825,바꾸어 말한다면 정부와 의회의 쌍방을 통제하는 강력한 힘이 여당에 있는 것이다.,"{'text': '의회', 'start_idx': '13', 'end_idx': '14', 'entity_type': 'ORG'}","{'text': '정부', 'start_idx': '9', 'end_idx': '10', 'entity_type': 'ORG'}",no_relation
804,"1) 선택권 - 자유롭고 공정한 선거를 통해 정부를 선택하고 교체할 수 있는 정치 제도에 국민들이 참여할 수 있고, 2) 참정권 - 정치 및 시민 생활에 국민들이 적극적으로 참여할 수 있으며, 3) 인권 - 모든 국민의 인권이 보장되며, 마지막으로 4) 평등법칙 - 모든 국민에게 법률 및 절차가 동등하게 적용되는 법치 사회가 보장되어야 한다고 했다.","{'text': '선택권', 'start_idx': '3', 'end_idx': '5', 'entity_type': 'LAW'}","{'text': '국민', 'start_idx': '50', 'end_idx': '51', 'entity_type': 'ORG'}",no_relation
481,미국 혁명은 미국을 만들었다.,"{'text': '미국', 'start_idx': '7', 'end_idx': '8', 'entity_type': 'ORG'}","{'text': '미국 혁명', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'EVENT'}",org:event
33,"이는 결국 민주화 시위(1991) 등으로 이어졌고, 노태우는 이른바 ""6공 황태자""로 불리던 박철언을 후계자로 지명했지만 여당 내에서도 불만이 터져나왔으며 끝내 김영삼을 후계자로 택할 수밖에 없었다.","{'text': '1991', 'start_idx': '13', 'end_idx': '16', 'entity_type': 'DATE'}","{'text': '민주화 시위', 'start_idx': '6', 'end_idx': '11', 'entity_type': 'EVENT'}",date:event
1118,"2005년 인구주택총조사에 따르면, 교육을 받는 정규학교 재학자는 1089만 명(24.7%), 졸업자는 2987만(67.8%), 중퇴자는 96만 명(2.2%)이고, 졸업자는 초등학교 및 중학교 졸업자는 750만 명(24.5%), 고등학교 졸업자는 1263만 명 (41.2%), 대학 졸업 이상은 1050만 명(34.3%)을 나타내는데, 이는 교육 수준이 상당히 높은 것으로 볼 수 있다. 하지만 이러한 높은 교육수준은 대한민국의 교육정책에 의해서 기인된 현상으로 보는 경우가 많으며, 현재에는 오히려 학력인플레이션으로 인해 청년실업의 증가가 사회의 심각한 문제로 대두되고 있다.","{'text': '현재', 'start_idx': '271', 'end_idx': '272', 'entity_type': 'DATE'}","{'text': '학력인플레이션', 'start_idx': '280', 'end_idx': '286', 'entity_type': 'EVENT'}",date:event
1013,초등학교 3학년부터 고등학교까지는 영어를 제1외국어로 의무 교육으로 가르치고 있다.,"{'text': '초등학교 3학년', 'start_idx': '0', 'end_idx': '7', 'entity_type': 'ORG'}","{'text': '고등학교', 'start_idx': '11', 'end_idx': '14', 'entity_type': 'ORG'}",no_relation
325,2020년 유엔개발계획 (UNDP)이 매년 발표하는 인간개발지수 (HDI) 조사에서 세계 22위를 기록하였다.,"{'text': '2020년', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'DATE'}","{'text': '인간개발지수 (HDI) 조사', 'start_idx': '29', 'end_idx': '43', 'entity_type': 'EVENT'}",date:event
1106,인구 유입 등으로 수도권 전체 인구는 증가하는 반면 부산은 지속적 감소로 1995년 381만 명에서 2013년 356만 명으로 급감했으나 대신 인근 경상남도 지역의 인구가 증가하고 있다.,"{'text': '1995년', 'start_idx': '41', 'end_idx': '45', 'entity_type': 'DATE'}","{'text': '급감', 'start_idx': '71', 'end_idx': '72', 'entity_type': 'EVENT'}",date:event
693,"가령 미국의 양대 정당은 대통령선거가 있는 해의 여름에 각기 당대회를 열어 당의 강령을 발표하나, 양당 사이에 정책상의 차이는 별로 없고, 또 어느 당이건 선거강령과 집권 후의 정책 사이에는 차이가 있게 마련이다.","{'text': '미국', 'start_idx': '3', 'end_idx': '4', 'entity_type': 'ORG'}","{'text': '당', 'start_idx': '42', 'end_idx': '42', 'entity_type': 'ORG'}",org:members_of
915,"또 조직면에서 볼 때 간부정당은 각 선거구의 당조직에 대해 상당한 자율성을 인정하는데, 전국조직은 이러한 지방조직의 이완된 연합체로, 말하자면 지방분권적인 구조이며 중앙집권적이며 긴밀한 결속을 특색으로 하는 지부조직의 정당과는 다르다.","{'text': '간부정당', 'start_idx': '12', 'end_idx': '15', 'entity_type': 'ORG'}","{'text': '지방조직', 'start_idx': '59', 'end_idx': '62', 'entity_type': 'ORG'}",no_relation
56,"지배자의 자의적인 권력 행사를 통제하기 위해 마그나 카르타, 권리청원, 권리장전이 제정되어왔으며, 17세기에 와서는 에드워드 코크가 군주 대권의 절대적 우위를 반대하고 보통법(common law)의 우월성을 주장하는 법지상주의(法至上主義)를 주창하였다.","{'text': '에드워드 코크', 'start_idx': '65', 'end_idx': '71', 'entity_type': 'PER'}","{'text': '법지상주의', 'start_idx': '121', 'end_idx': '125', 'entity_type': 'THEORY'}",per:theory
579,"현대에는 대개 선거를 시행하는 요일 (선거를 시행하는 요일이 주말이 정해져 있는데, 대부분의 국가에서 선거일이 토요일이나 일요일과 가깝지 않도록 선거를 시행하는 요일이 화요일, 수요일 혹은 목요일이다.","{'text': '화요일', 'start_idx': '94', 'end_idx': '96', 'entity_type': 'DATE'}","{'text': '선거', 'start_idx': '8', 'end_idx': '9', 'entity_type': 'EVENT'}",date:event
285,1992년 치러진 제14대 대선에서 민주자유당의 김영삼 후보가 당선되어 1993년에 취임하면서 대한민국은 이른바 문민정부 시대로 접어들었다.,"{'text': '1993년', 'start_idx': '40', 'end_idx': '44', 'entity_type': 'DATE'}","{'text': '김영삼 후보가 당선', 'start_idx': '27', 'end_idx': '36', 'entity_type': 'EVENT'}",date:event
455,"이것을 실정법이라고 하며 헌법·형법·민법 등 여러 가지 종류로 갈리며, 그것을 해석하여 구체적인 법률 문제에 적용함으로써 사회를 통제하게 된다.","{'text': '실정법', 'start_idx': '4', 'end_idx': '6', 'entity_type': 'LAW'}","{'text': '헌법', 'start_idx': '14', 'end_idx': '15', 'entity_type': 'LAW'}",law:subordinate
576,"즉 당의 의사결정의 최고기관인 당대회에 일반당원이 대의원을 통해서 참가하며, 당대회의 결정사항을 집행하는 당의 임원은 일정한 임기 중 그 직무를 수행하고, 당대회에 정기적으로 보고할 의무가 있다는 것이 일반적인 조직형태이다.","{'text': '당', 'start_idx': '2', 'end_idx': '2', 'entity_type': 'ORG'}","{'text': '일반당원', 'start_idx': '22', 'end_idx': '25', 'entity_type': 'ORG'}",org:members_of
727,"선거는 의원, 대통령 및 기타 공직자의 지명절차이며, 각 정당은 입후보자를 내세우고 강령을 발표하며 유권자의 지지를 획득하기 위해 선거운동을 전개한다.","{'text': '선거', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'LAW'}","{'text': '공직자의 지명절차', 'start_idx': '17', 'end_idx': '25', 'entity_type': 'LAW'}",law:definition
220,그 뒤 윤보선은 형식적인 민정을 실시하였으나 군사정변 세력에게 구정치인 정화법(1962)으로 정치활동을 정지당하자 여기에 불만을 품고 사퇴(1962.3.22)함으로써 1962년 3월부터 1963년 12월까지 5·16 군사정변 세력이 설립한 국가재건최고회의가 사법권·행정권·입법권을 모두 장악하고 군정을 실시했다.,"{'text': '1962.3.22', 'start_idx': '78', 'end_idx': '86', 'entity_type': 'DATE'}","{'text': '사퇴', 'start_idx': '75', 'end_idx': '76', 'entity_type': 'EVENT'}",date:event
806,"또는 정치를 국가의 활동에 초점을 맞추어 정의하는 경향도 있는 바, 대표적으로 막스 베버는 정치를 ""국가의 운영 또는 이 운영에 영향을 미치는 활동"" 라고 정의하고 있다.","{'text': '막스 베버', 'start_idx': '44', 'end_idx': '48', 'entity_type': 'PER'}","{'text': '정치', 'start_idx': '51', 'end_idx': '52', 'entity_type': 'THEORY'}",per:theory
314,"국민의 정부는 '자유주의' 경제정책 추진과 금모으기 운동 등을 통해, 2001년까지 외채를 조기 상환해 IMF 관리 체제에서 벗어났으며, 국제 기준에 맞춘 자율적인 구조조정 체제를 도입해 기업의 체질 개선 등을 단행했다.","{'text': '국민의 정부', 'start_idx': '0', 'end_idx': '5', 'entity_type': 'ORG'}","{'text': '자율적인 구조조정 체제를 도입', 'start_idx': '87', 'end_idx': '102', 'entity_type': 'EVENT'}",org:event
154,"이때 김규식, 여운형, 안재홍 등은 통일 임시정부 수립을 위해 좌우합작운동을 개시하여 미소공위를 재개하고자 하였지만, 한민당과 남로당 등 좌우익세력간에 불참으로 중도파 세력만의 운동으로 축소되었다.","{'text': '김규식, 여운형, 안재홍', 'start_idx': '3', 'end_idx': '15', 'entity_type': 'PER'}","{'text': '좌우합작운동', 'start_idx': '35', 'end_idx': '40', 'entity_type': 'EVENT'}",per:event
